"","date","year","month","day","births","dow","holiday","majorholiday"
"1370",1972-10-01,1972,10,1,7982,0,NA,FALSE
"1371",1972-10-02,1972,10,2,9631,1,NA,FALSE
"1372",1972-10-03,1972,10,3,9520,2,NA,FALSE
"1373",1972-10-04,1972,10,4,9523,3,NA,FALSE
"1374",1972-10-05,1972,10,5,9443,4,NA,FALSE
"1375",1972-10-06,1972,10,6,9729,5,NA,FALSE
"1376",1972-10-07,1972,10,7,8409,6,NA,FALSE
"1377",1972-10-08,1972,10,8,7904,0,NA,FALSE
"1378",1972-10-09,1972,10,9,9155,1,"Columbus Day",FALSE
"1379",1972-10-10,1972,10,10,9766,2,NA,FALSE
"1380",1972-10-11,1972,10,11,9160,3,NA,FALSE
"1381",1972-10-12,1972,10,12,9496,4,NA,FALSE
"1382",1972-10-13,1972,10,13,9283,5,NA,FALSE
"1383",1972-10-14,1972,10,14,8226,6,NA,FALSE
"1384",1972-10-15,1972,10,15,7884,0,NA,FALSE
"1385",1972-10-16,1972,10,16,9104,1,NA,FALSE
"1386",1972-10-17,1972,10,17,9403,2,NA,FALSE
"1387",1972-10-18,1972,10,18,9057,3,NA,FALSE
"1388",1972-10-19,1972,10,19,9007,4,NA,FALSE
"1389",1972-10-20,1972,10,20,9124,5,NA,FALSE
"1390",1972-10-21,1972,10,21,7980,6,NA,FALSE
"1391",1972-10-22,1972,10,22,7705,0,NA,FALSE
"1392",1972-10-23,1972,10,23,8991,1,"Creationism Day",FALSE
"1393",1972-10-24,1972,10,24,9348,2,NA,FALSE
"1394",1972-10-25,1972,10,25,9052,3,NA,FALSE
"1395",1972-10-26,1972,10,26,8839,4,NA,FALSE
"1396",1972-10-27,1972,10,27,9030,5,NA,FALSE
"1397",1972-10-28,1972,10,28,7995,6,NA,FALSE
"1398",1972-10-29,1972,10,29,7907,0,"Daylight Saving Time End",FALSE
"1399",1972-10-30,1972,10,30,8934,1,NA,FALSE
"1400",1972-10-31,1972,10,31,9292,2,"Halloween",TRUE
"1401",1972-11-01,1972,11,1,9021,3,NA,FALSE
"1402",1972-11-02,1972,11,2,8837,4,NA,FALSE
"1403",1972-11-03,1972,11,3,9318,5,NA,FALSE
"1404",1972-11-04,1972,11,4,8099,6,NA,FALSE
"1405",1972-11-05,1972,11,5,7465,0,NA,FALSE
"1406",1972-11-06,1972,11,6,9256,1,NA,FALSE
"1407",1972-11-07,1972,11,7,9429,2,"General Election Day",FALSE
"1408",1972-11-08,1972,11,8,9240,3,NA,FALSE
"1409",1972-11-09,1972,11,9,9064,4,NA,FALSE
"1410",1972-11-10,1972,11,10,9241,5,NA,FALSE
"1411",1972-11-11,1972,11,11,8524,6,"Veterans Day",TRUE
"1412",1972-11-12,1972,11,12,7808,0,NA,FALSE
"1413",1972-11-13,1972,11,13,9000,1,NA,FALSE
"1414",1972-11-14,1972,11,14,9446,2,NA,FALSE
"1415",1972-11-15,1972,11,15,9051,3,NA,FALSE
"1416",1972-11-16,1972,11,16,9052,4,NA,FALSE
"1417",1972-11-17,1972,11,17,9291,5,NA,FALSE
"1418",1972-11-18,1972,11,18,8082,6,NA,FALSE
"1419",1972-11-19,1972,11,19,7806,0,NA,FALSE
"1420",1972-11-20,1972,11,20,9506,1,NA,FALSE
"1421",1972-11-21,1972,11,21,9546,2,NA,FALSE
"1422",1972-11-22,1972,11,22,9157,3,NA,FALSE
"1423",1972-11-23,1972,11,23,7403,4,"American Thanksgiving",TRUE
"1424",1972-11-24,1972,11,24,8603,5,"Black Friday",TRUE
"1425",1972-11-25,1972,11,25,8307,6,NA,FALSE
"1426",1972-11-26,1972,11,26,7790,0,NA,FALSE
"1427",1972-11-27,1972,11,27,9374,1,NA,FALSE
"1428",1972-11-28,1972,11,28,9663,2,NA,FALSE
"1429",1972-11-29,1972,11,29,9178,3,NA,FALSE
"1430",1972-11-30,1972,11,30,9056,4,"St. Andrews Day",FALSE
"1431",1972-12-01,1972,12,1,9060,5,NA,FALSE
"1432",1972-12-02,1972,12,2,8109,6,NA,FALSE
"1433",1972-12-03,1972,12,3,7883,0,NA,FALSE
"1434",1972-12-04,1972,12,4,9296,1,NA,FALSE
"1435",1972-12-05,1972,12,5,9677,2,NA,FALSE
"1436",1972-12-06,1972,12,6,9279,3,NA,FALSE
"1437",1972-12-07,1972,12,7,9126,4,NA,FALSE
"1438",1972-12-08,1972,12,8,9010,5,NA,FALSE
"1439",1972-12-09,1972,12,9,8241,6,NA,FALSE
"1440",1972-12-10,1972,12,10,7882,0,"Human Rights Day",FALSE
"1441",1972-12-11,1972,12,11,9439,1,NA,FALSE
"1442",1972-12-12,1972,12,12,9902,2,NA,FALSE
"1443",1972-12-13,1972,12,13,9356,3,NA,FALSE
"1444",1972-12-14,1972,12,14,9277,4,NA,FALSE
"1445",1972-12-15,1972,12,15,9706,5,NA,FALSE
"1446",1972-12-16,1972,12,16,8676,6,NA,FALSE
"1447",1972-12-17,1972,12,17,7770,0,NA,FALSE
"1448",1972-12-18,1972,12,18,10101,1,NA,FALSE
"1449",1972-12-19,1972,12,19,10264,2,NA,FALSE
"1450",1972-12-20,1972,12,20,9800,3,NA,FALSE
"1451",1972-12-21,1972,12,21,9431,4,"Winter Solstice",FALSE
"1452",1972-12-22,1972,12,22,8767,5,NA,FALSE
"1453",1972-12-23,1972,12,23,7566,6,NA,FALSE
"1454",1972-12-24,1972,12,24,7177,0,"Christmas Eve",TRUE
"1455",1972-12-25,1972,12,25,7241,1,"Christmas in the USA",TRUE
"1456",1972-12-26,1972,12,26,8785,2,"Boxing Day in UK and Canada",FALSE
"1457",1972-12-27,1972,12,27,9832,3,NA,FALSE
"1458",1972-12-28,1972,12,28,10023,4,NA,FALSE
"1459",1972-12-29,1972,12,29,10026,5,NA,FALSE
"1460",1972-12-30,1972,12,30,8557,6,NA,FALSE
"1461",1972-12-31,1972,12,31,7812,0,"New Year’s Eve",TRUE
"1462",1973-01-01,1973,1,1,7391,1,"New Year’s Day",TRUE
"1463",1973-01-02,1973,1,2,8242,2,NA,FALSE
"1464",1973-01-03,1973,1,3,8966,3,"US Congressional Start Day",FALSE
"1465",1973-01-04,1973,1,4,8879,4,NA,FALSE
"1466",1973-01-05,1973,1,5,8859,5,NA,FALSE
"1467",1973-01-06,1973,1,6,7766,6,NA,FALSE
"1468",1973-01-07,1973,1,7,7309,0,NA,FALSE
"1469",1973-01-08,1973,1,8,8586,1,NA,FALSE
"1470",1973-01-09,1973,1,9,8706,2,NA,FALSE
"1471",1973-01-10,1973,1,10,8679,3,NA,FALSE
"1472",1973-01-11,1973,1,11,8950,4,NA,FALSE
"1473",1973-01-12,1973,1,12,9185,5,NA,FALSE
"1474",1973-01-13,1973,1,13,8184,6,NA,FALSE
"1475",1973-01-14,1973,1,14,7560,0,NA,FALSE
"1476",1973-01-15,1973,1,15,8903,1,NA,FALSE
"1477",1973-01-16,1973,1,16,9349,2,NA,FALSE
"1478",1973-01-17,1973,1,17,9196,3,NA,FALSE
"1479",1973-01-18,1973,1,18,9064,4,NA,FALSE
"1480",1973-01-19,1973,1,19,9387,5,NA,FALSE
"1481",1973-01-20,1973,1,20,8022,6,"US Presidential Inauguration Day",FALSE
"1482",1973-01-21,1973,1,21,7619,0,NA,FALSE
"1483",1973-01-22,1973,1,22,9039,1,NA,FALSE
"1484",1973-01-23,1973,1,23,9272,2,NA,FALSE
"1485",1973-01-24,1973,1,24,8886,3,NA,FALSE
"1486",1973-01-25,1973,1,25,8959,4,"Robbie Burns Day aka Burns Nicht",FALSE
"1487",1973-01-26,1973,1,26,9037,5,"Australia Day",FALSE
"1488",1973-01-27,1973,1,27,8022,6,NA,FALSE
"1489",1973-01-28,1973,1,28,7827,0,NA,FALSE
"1490",1973-01-29,1973,1,29,8989,1,NA,FALSE
"1491",1973-01-30,1973,1,30,8759,2,NA,FALSE
"1492",1973-01-31,1973,1,31,8837,3,NA,FALSE
"1493",1973-02-01,1973,2,1,8495,4,NA,FALSE
"1494",1973-02-02,1973,2,2,8877,5,"Groundhog Day",FALSE
"1495",1973-02-03,1973,2,3,8127,6,NA,FALSE
"1496",1973-02-04,1973,2,4,7487,0,NA,FALSE
"1497",1973-02-05,1973,2,5,9013,1,NA,FALSE
"1498",1973-02-06,1973,2,6,9232,2,NA,FALSE
"1499",1973-02-07,1973,2,7,8828,3,NA,FALSE
"1500",1973-02-08,1973,2,8,8799,4,NA,FALSE
"1501",1973-02-09,1973,2,9,9005,5,NA,FALSE
"1502",1973-02-10,1973,2,10,8121,6,NA,FALSE
"1503",1973-02-11,1973,2,11,7411,0,NA,FALSE
"1504",1973-02-12,1973,2,12,8905,1,NA,FALSE
"1505",1973-02-13,1973,2,13,8896,2,NA,FALSE
"1506",1973-02-14,1973,2,14,9123,3,"Valentine’s Day",TRUE
"1507",1973-02-15,1973,2,15,8905,4,NA,FALSE
"1508",1973-02-16,1973,2,16,8941,5,NA,FALSE
"1509",1973-02-17,1973,2,17,8154,6,NA,FALSE
"1510",1973-02-18,1973,2,18,7409,0,NA,FALSE
"1511",1973-02-19,1973,2,19,8613,1,"Alberta Family Day",FALSE
"1512",1973-02-20,1973,2,20,9140,2,NA,FALSE
"1513",1973-02-21,1973,2,21,9342,3,NA,FALSE
"1514",1973-02-22,1973,2,22,8816,4,NA,FALSE
"1515",1973-02-23,1973,2,23,8933,5,NA,FALSE
"1516",1973-02-24,1973,2,24,8350,6,NA,FALSE
"1517",1973-02-25,1973,2,25,7893,0,NA,FALSE
"1518",1973-02-26,1973,2,26,8867,1,NA,FALSE
"1519",1973-02-27,1973,2,27,9027,2,NA,FALSE
"1520",1973-02-28,1973,2,28,8934,3,NA,FALSE
"1521",1973-03-01,1973,3,1,9049,4,NA,FALSE
"1522",1973-03-02,1973,3,2,9250,5,NA,FALSE
"1523",1973-03-03,1973,3,3,8431,6,NA,FALSE
"1524",1973-03-04,1973,3,4,7834,0,NA,FALSE
"1525",1973-03-05,1973,3,5,8982,1,NA,FALSE
"1526",1973-03-06,1973,3,6,9410,2,"Mardi Gras",FALSE
"1527",1973-03-07,1973,3,7,9087,3,"Ash Wednesday",TRUE
"1528",1973-03-08,1973,3,8,9036,4,NA,FALSE
"1529",1973-03-09,1973,3,9,9100,5,NA,FALSE
"1530",1973-03-10,1973,3,10,8215,6,NA,FALSE
"1531",1973-03-11,1973,3,11,7675,0,NA,FALSE
"1532",1973-03-12,1973,3,12,9191,1,NA,FALSE
"1533",1973-03-13,1973,3,13,9411,2,NA,FALSE
"1534",1973-03-14,1973,3,14,8913,3,NA,FALSE
"1535",1973-03-15,1973,3,15,9092,4,NA,FALSE
"1536",1973-03-16,1973,3,16,8899,5,NA,FALSE
"1537",1973-03-17,1973,3,17,8060,6,"St. Patrick’s day",TRUE
"1538",1973-03-18,1973,3,18,7573,0,NA,FALSE
"1539",1973-03-19,1973,3,19,8728,1,NA,FALSE
"1540",1973-03-20,1973,3,20,9052,2,"Vernal Equinox",FALSE
"1541",1973-03-21,1973,3,21,8797,3,NA,FALSE
"1542",1973-03-22,1973,3,22,8804,4,NA,FALSE
"1543",1973-03-23,1973,3,23,8970,5,NA,FALSE
"1544",1973-03-24,1973,3,24,7848,6,NA,FALSE
"1545",1973-03-25,1973,3,25,7603,0,NA,FALSE
"1546",1973-03-26,1973,3,26,8968,1,NA,FALSE
"1547",1973-03-27,1973,3,27,9110,2,NA,FALSE
"1548",1973-03-28,1973,3,28,8752,3,NA,FALSE
"1549",1973-03-29,1973,3,29,8836,4,NA,FALSE
"1550",1973-03-30,1973,3,30,8919,5,NA,FALSE
"1551",1973-03-31,1973,3,31,7887,6,NA,FALSE
"1552",1973-04-01,1973,4,1,7495,0,"April Fools’ Day",TRUE
"1553",1973-04-02,1973,4,2,8906,1,NA,FALSE
"1554",1973-04-03,1973,4,3,9035,2,NA,FALSE
"1555",1973-04-04,1973,4,4,8766,3,NA,FALSE
"1556",1973-04-05,1973,4,5,8507,4,NA,FALSE
"1557",1973-04-06,1973,4,6,8615,5,NA,FALSE
"1558",1973-04-07,1973,4,7,8060,6,NA,FALSE
"1559",1973-04-08,1973,4,8,7355,0,NA,FALSE
"1560",1973-04-09,1973,4,9,8449,1,NA,FALSE
"1561",1973-04-10,1973,4,10,8843,2,NA,FALSE
"1562",1973-04-11,1973,4,11,8781,3,NA,FALSE
"1563",1973-04-12,1973,4,12,8613,4,NA,FALSE
"1564",1973-04-13,1973,4,13,8616,5,NA,FALSE
"1565",1973-04-14,1973,4,14,7445,6,NA,FALSE
"1566",1973-04-15,1973,4,15,7167,0,"Palm Sunday",TRUE
"1567",1973-04-16,1973,4,16,8659,1,NA,FALSE
"1568",1973-04-17,1973,4,17,8917,2,NA,FALSE
"1569",1973-04-18,1973,4,18,8891,3,NA,FALSE
"1570",1973-04-19,1973,4,19,8672,4,NA,FALSE
"1571",1973-04-20,1973,4,20,8540,5,"Good Friday",TRUE
"1572",1973-04-21,1973,4,21,7579,6,NA,FALSE
"1573",1973-04-22,1973,4,22,6954,0,"Easter Sunday",TRUE
"1574",1973-04-23,1973,4,23,8372,1,"Easter Monday",TRUE
"1575",1973-04-24,1973,4,24,8757,2,NA,FALSE
"1576",1973-04-25,1973,4,25,8352,3,"ANZAC Day",FALSE
"1577",1973-04-26,1973,4,26,8508,4,NA,FALSE
"1578",1973-04-27,1973,4,27,8537,5,NA,FALSE
"1579",1973-04-28,1973,4,28,7390,6,NA,FALSE
"1580",1973-04-29,1973,4,29,6757,0,"Daylight Saving Time Start",FALSE
"1581",1973-04-30,1973,4,30,8514,1,NA,FALSE
"1582",1973-05-01,1973,5,1,8846,2,NA,FALSE
"1583",1973-05-02,1973,5,2,8501,3,NA,FALSE
"1584",1973-05-03,1973,5,3,8321,4,NA,FALSE
"1585",1973-05-04,1973,5,4,8296,5,NA,FALSE
"1586",1973-05-05,1973,5,5,7546,6,"Cinco de Mayo",TRUE
"1587",1973-05-06,1973,5,6,6892,0,NA,FALSE
"1588",1973-05-07,1973,5,7,8274,1,NA,FALSE
"1589",1973-05-08,1973,5,8,8980,2,NA,FALSE
"1590",1973-05-09,1973,5,9,8626,3,"Europe Day",FALSE
"1591",1973-05-10,1973,5,10,8438,4,NA,FALSE
"1592",1973-05-11,1973,5,11,8619,5,NA,FALSE
"1593",1973-05-12,1973,5,12,7439,6,NA,FALSE
"1594",1973-05-13,1973,5,13,6989,0,"Mother’s Day",TRUE
"1595",1973-05-14,1973,5,14,8236,1,NA,FALSE
"1596",1973-05-15,1973,5,15,8776,2,NA,FALSE
"1597",1973-05-16,1973,5,16,8545,3,NA,FALSE
"1598",1973-05-17,1973,5,17,8549,4,NA,FALSE
"1599",1973-05-18,1973,5,18,8584,5,NA,FALSE
"1600",1973-05-19,1973,5,19,7699,6,"Armed Forces Day",FALSE
"1601",1973-05-20,1973,5,20,7165,0,NA,FALSE
"1602",1973-05-21,1973,5,21,8661,1,"Victoria Day",FALSE
"1603",1973-05-22,1973,5,22,8767,2,NA,FALSE
"1604",1973-05-23,1973,5,23,8506,3,NA,FALSE
"1605",1973-05-24,1973,5,24,8429,4,NA,FALSE
"1606",1973-05-25,1973,5,25,9097,5,NA,FALSE
"1607",1973-05-26,1973,5,26,7708,6,NA,FALSE
"1608",1973-05-27,1973,5,27,7179,0,NA,FALSE
"1609",1973-05-28,1973,5,28,7303,1,"Memorial Day",TRUE
"1610",1973-05-29,1973,5,29,8909,2,NA,FALSE
"1611",1973-05-30,1973,5,30,8785,3,NA,FALSE
"1612",1973-05-31,1973,5,31,8588,4,NA,FALSE
"1613",1973-06-01,1973,6,1,8855,5,NA,FALSE
"1614",1973-06-02,1973,6,2,7846,6,NA,FALSE
"1615",1973-06-03,1973,6,3,7209,0,NA,FALSE
"1616",1973-06-04,1973,6,4,8505,1,NA,FALSE
"1617",1973-06-05,1973,6,5,8898,2,NA,FALSE
"1618",1973-06-06,1973,6,6,8706,3,NA,FALSE
"1619",1973-06-07,1973,6,7,8786,4,NA,FALSE
"1620",1973-06-08,1973,6,8,8801,5,NA,FALSE
"1621",1973-06-09,1973,6,9,7930,6,NA,FALSE
"1622",1973-06-10,1973,6,10,7330,0,NA,FALSE
"1623",1973-06-11,1973,6,11,8896,1,"Australian Queen’s Birthday",FALSE
"1624",1973-06-12,1973,6,12,9026,2,NA,FALSE
"1625",1973-06-13,1973,6,13,8730,3,NA,FALSE
"1626",1973-06-14,1973,6,14,8625,4,NA,FALSE
"1627",1973-06-15,1973,6,15,8822,5,NA,FALSE
"1628",1973-06-16,1973,6,16,8025,6,NA,FALSE
"1629",1973-06-17,1973,6,17,7405,0,"Father’s Day",TRUE
"1630",1973-06-18,1973,6,18,8959,1,NA,FALSE
"1631",1973-06-19,1973,6,19,9046,2,NA,FALSE
"1632",1973-06-20,1973,6,20,8702,3,NA,FALSE
"1633",1973-06-21,1973,6,21,8782,4,"Summer Solstice",FALSE
"1634",1973-06-22,1973,6,22,8928,5,NA,FALSE
"1635",1973-06-23,1973,6,23,7782,6,NA,FALSE
"1636",1973-06-24,1973,6,24,7281,0,"St. Jean-Baptiste Day",FALSE
"1637",1973-06-25,1973,6,25,8790,1,NA,FALSE
"1638",1973-06-26,1973,6,26,9081,2,NA,FALSE
"1639",1973-06-27,1973,6,27,9012,3,NA,FALSE
"1640",1973-06-28,1973,6,28,9068,4,NA,FALSE
"1641",1973-06-29,1973,6,29,9008,5,NA,FALSE
"1642",1973-06-30,1973,6,30,7931,6,NA,FALSE
"1643",1973-07-01,1973,7,1,7561,0,NA,FALSE
"1644",1973-07-02,1973,7,2,9003,1,"Canada Day",FALSE
"1645",1973-07-03,1973,7,3,9829,2,NA,FALSE
"1646",1973-07-04,1973,7,4,7910,3,"Independence Day",TRUE
"1647",1973-07-05,1973,7,5,9168,4,NA,FALSE
"1648",1973-07-06,1973,7,6,9450,5,NA,FALSE
"1649",1973-07-07,1973,7,7,8352,6,NA,FALSE
"1650",1973-07-08,1973,7,8,7787,0,NA,FALSE
"1651",1973-07-09,1973,7,9,9326,1,NA,FALSE
"1652",1973-07-10,1973,7,10,9627,2,NA,FALSE
"1653",1973-07-11,1973,7,11,9197,3,NA,FALSE
"1654",1973-07-12,1973,7,12,8939,4,NA,FALSE
"1655",1973-07-13,1973,7,13,9028,5,NA,FALSE
"1656",1973-07-14,1973,7,14,8445,6,NA,FALSE
"1657",1973-07-15,1973,7,15,7551,0,NA,FALSE
"1658",1973-07-16,1973,7,16,9090,1,NA,FALSE
"1659",1973-07-17,1973,7,17,9639,2,NA,FALSE
"1660",1973-07-18,1973,7,18,9272,3,NA,FALSE
"1661",1973-07-19,1973,7,19,9290,4,NA,FALSE
"1662",1973-07-20,1973,7,20,9470,5,NA,FALSE
"1663",1973-07-21,1973,7,21,8295,6,NA,FALSE
"1664",1973-07-22,1973,7,22,7644,0,NA,FALSE
"1665",1973-07-23,1973,7,23,9236,1,NA,FALSE
"1666",1973-07-24,1973,7,24,9450,2,"Utah Pioneer Day",FALSE
"1667",1973-07-25,1973,7,25,9493,3,NA,FALSE
"1668",1973-07-26,1973,7,26,9332,4,NA,FALSE
"1669",1973-07-27,1973,7,27,9416,5,NA,FALSE
"1670",1973-07-28,1973,7,28,8424,6,NA,FALSE
"1671",1973-07-29,1973,7,29,7745,0,NA,FALSE
"1672",1973-07-30,1973,7,30,9225,1,NA,FALSE
"1673",1973-07-31,1973,7,31,9702,2,NA,FALSE
"1674",1973-08-01,1973,8,1,9437,3,NA,FALSE
"1675",1973-08-02,1973,8,2,9399,4,NA,FALSE
"1676",1973-08-03,1973,8,3,9421,5,NA,FALSE
"1677",1973-08-04,1973,8,4,8095,6,NA,FALSE
"1678",1973-08-05,1973,8,5,7616,0,NA,FALSE
"1679",1973-08-06,1973,8,6,9444,1,"Canada Civic Day",FALSE
"1680",1973-08-07,1973,8,7,9770,2,NA,FALSE
"1681",1973-08-08,1973,8,8,9598,3,NA,FALSE
"1682",1973-08-09,1973,8,9,9418,4,NA,FALSE
"1683",1973-08-10,1973,8,10,9829,5,NA,FALSE
"1684",1973-08-11,1973,8,11,8192,6,NA,FALSE
"1685",1973-08-12,1973,8,12,7908,0,NA,FALSE
"1686",1973-08-13,1973,8,13,9208,1,NA,FALSE
"1687",1973-08-14,1973,8,14,9842,2,NA,FALSE
"1688",1973-08-15,1973,8,15,9540,3,NA,FALSE
"1689",1973-08-16,1973,8,16,9283,4,NA,FALSE
"1690",1973-08-17,1973,8,17,9309,5,NA,FALSE
"1691",1973-08-18,1973,8,18,8280,6,NA,FALSE
"1692",1973-08-19,1973,8,19,7781,0,NA,FALSE
"1693",1973-08-20,1973,8,20,9467,1,NA,FALSE
"1694",1973-08-21,1973,8,21,9641,2,NA,FALSE
"1695",1973-08-22,1973,8,22,9417,3,NA,FALSE
"1696",1973-08-23,1973,8,23,9049,4,NA,FALSE
"1697",1973-08-24,1973,8,24,9348,5,NA,FALSE
"1698",1973-08-25,1973,8,25,8320,6,NA,FALSE
"1699",1973-08-26,1973,8,26,7978,0,NA,FALSE
"1700",1973-08-27,1973,8,27,9497,1,NA,FALSE
"1701",1973-08-28,1973,8,28,9701,2,NA,FALSE
"1702",1973-08-29,1973,8,29,9408,3,NA,FALSE
"1703",1973-08-30,1973,8,30,9556,4,NA,FALSE
"1704",1973-08-31,1973,8,31,9391,5,NA,FALSE
"1705",1973-09-01,1973,9,1,8400,6,NA,FALSE
"1706",1973-09-02,1973,9,2,7707,0,NA,FALSE
"1707",1973-09-03,1973,9,3,7781,1,"American Labor Day",TRUE
"1708",1973-09-04,1973,9,4,9514,2,NA,FALSE
"1709",1973-09-05,1973,9,5,9897,3,NA,FALSE
"1710",1973-09-06,1973,9,6,9211,4,NA,FALSE
"1711",1973-09-07,1973,9,7,9417,5,NA,FALSE
"1712",1973-09-08,1973,9,8,8257,6,NA,FALSE
"1713",1973-09-09,1973,9,9,7961,0,NA,FALSE
"1714",1973-09-10,1973,9,10,9165,1,NA,FALSE
"1715",1973-09-11,1973,9,11,9701,2,NA,FALSE
"1716",1973-09-12,1973,9,12,9303,3,NA,FALSE
"1717",1973-09-13,1973,9,13,9106,4,NA,FALSE
"1718",1973-09-14,1973,9,14,9669,5,NA,FALSE
"1719",1973-09-15,1973,9,15,8507,6,NA,FALSE
"1720",1973-09-16,1973,9,16,7994,0,NA,FALSE
"1721",1973-09-17,1973,9,17,9538,1,NA,FALSE
"1722",1973-09-18,1973,9,18,9625,2,NA,FALSE
"1723",1973-09-19,1973,9,19,9364,3,NA,FALSE
"1724",1973-09-20,1973,9,20,9768,4,NA,FALSE
"1725",1973-09-21,1973,9,21,9617,5,NA,FALSE
"1726",1973-09-22,1973,9,22,8731,6,NA,FALSE
"1727",1973-09-23,1973,9,23,8256,0,"Autumnal Equinox",FALSE
"1728",1973-09-24,1973,9,24,9611,1,NA,FALSE
"1729",1973-09-25,1973,9,25,10089,2,NA,FALSE
"1730",1973-09-26,1973,9,26,9795,3,NA,FALSE
"1731",1973-09-27,1973,9,27,9597,4,NA,FALSE
"1732",1973-09-28,1973,9,28,9547,5,NA,FALSE
"1733",1973-09-29,1973,9,29,8433,6,NA,FALSE
"1734",1973-09-30,1973,9,30,8014,0,NA,FALSE
"1735",1973-10-01,1973,10,1,9297,1,NA,FALSE
"1736",1973-10-02,1973,10,2,9676,2,NA,FALSE
"1737",1973-10-03,1973,10,3,9069,3,NA,FALSE
"1738",1973-10-04,1973,10,4,8949,4,NA,FALSE
"1739",1973-10-05,1973,10,5,9247,5,NA,FALSE
"1740",1973-10-06,1973,10,6,8174,6,NA,FALSE
"1741",1973-10-07,1973,10,7,7616,0,NA,FALSE
"1742",1973-10-08,1973,10,8,9056,1,"Columbus Day",FALSE
"1743",1973-10-09,1973,10,9,9309,2,NA,FALSE
"1744",1973-10-10,1973,10,10,9127,3,NA,FALSE
"1745",1973-10-11,1973,10,11,8822,4,NA,FALSE
"1746",1973-10-12,1973,10,12,8928,5,NA,FALSE
"1747",1973-10-13,1973,10,13,7928,6,NA,FALSE
"1748",1973-10-14,1973,10,14,7443,0,NA,FALSE
"1749",1973-10-15,1973,10,15,8823,1,NA,FALSE
"1750",1973-10-16,1973,10,16,9105,2,NA,FALSE
"1751",1973-10-17,1973,10,17,8714,3,NA,FALSE
"1752",1973-10-18,1973,10,18,8702,4,NA,FALSE
"1753",1973-10-19,1973,10,19,8853,5,NA,FALSE
"1754",1973-10-20,1973,10,20,7637,6,NA,FALSE
"1755",1973-10-21,1973,10,21,7046,0,NA,FALSE
"1756",1973-10-22,1973,10,22,8430,1,NA,FALSE
"1757",1973-10-23,1973,10,23,9255,2,"Creationism Day",FALSE
"1758",1973-10-24,1973,10,24,8805,3,NA,FALSE
"1759",1973-10-25,1973,10,25,8507,4,NA,FALSE
"1760",1973-10-26,1973,10,26,8753,5,NA,FALSE
"1761",1973-10-27,1973,10,27,7746,6,NA,FALSE
"1762",1973-10-28,1973,10,28,7374,0,"Daylight Saving Time End",FALSE
"1763",1973-10-29,1973,10,29,8564,1,NA,FALSE
"1764",1973-10-30,1973,10,30,8728,2,NA,FALSE
"1765",1973-10-31,1973,10,31,8695,3,"Halloween",TRUE
"1766",1973-11-01,1973,11,1,8763,4,NA,FALSE
"1767",1973-11-02,1973,11,2,8759,5,NA,FALSE
"1768",1973-11-03,1973,11,3,7741,6,NA,FALSE
"1769",1973-11-04,1973,11,4,7245,0,NA,FALSE
"1770",1973-11-05,1973,11,5,8712,1,NA,FALSE
"1771",1973-11-06,1973,11,6,8608,2,NA,FALSE
"1772",1973-11-07,1973,11,7,8716,3,NA,FALSE
"1773",1973-11-08,1973,11,8,8646,4,NA,FALSE
"1774",1973-11-09,1973,11,9,8997,5,NA,FALSE
"1775",1973-11-10,1973,11,10,7859,6,NA,FALSE
"1776",1973-11-11,1973,11,11,7420,0,"Veterans Day",TRUE
"1777",1973-11-12,1973,11,12,8684,1,NA,FALSE
"1778",1973-11-13,1973,11,13,9149,2,NA,FALSE
"1779",1973-11-14,1973,11,14,8839,3,NA,FALSE
"1780",1973-11-15,1973,11,15,8721,4,NA,FALSE
"1781",1973-11-16,1973,11,16,9139,5,NA,FALSE
"1782",1973-11-17,1973,11,17,7877,6,NA,FALSE
"1783",1973-11-18,1973,11,18,7420,0,NA,FALSE
"1784",1973-11-19,1973,11,19,8875,1,NA,FALSE
"1785",1973-11-20,1973,11,20,9399,2,NA,FALSE
"1786",1973-11-21,1973,11,21,8596,3,NA,FALSE
"1787",1973-11-22,1973,11,22,7049,4,"American Thanksgiving",TRUE
"1788",1973-11-23,1973,11,23,8242,5,"Black Friday",TRUE
"1789",1973-11-24,1973,11,24,7760,6,NA,FALSE
"1790",1973-11-25,1973,11,25,7379,0,NA,FALSE
"1791",1973-11-26,1973,11,26,9052,1,NA,FALSE
"1792",1973-11-27,1973,11,27,9345,2,NA,FALSE
"1793",1973-11-28,1973,11,28,8592,3,NA,FALSE
"1794",1973-11-29,1973,11,29,8552,4,NA,FALSE
"1795",1973-11-30,1973,11,30,8590,5,"St. Andrews Day",FALSE
"1796",1973-12-01,1973,12,1,7667,6,NA,FALSE
"1797",1973-12-02,1973,12,2,7312,0,NA,FALSE
"1798",1973-12-03,1973,12,3,8739,1,NA,FALSE
"1799",1973-12-04,1973,12,4,9104,2,NA,FALSE
"1800",1973-12-05,1973,12,5,8799,3,NA,FALSE
"1801",1973-12-06,1973,12,6,8649,4,NA,FALSE
"1802",1973-12-07,1973,12,7,8481,5,NA,FALSE
"1803",1973-12-08,1973,12,8,7682,6,NA,FALSE
"1804",1973-12-09,1973,12,9,7456,0,NA,FALSE
"1805",1973-12-10,1973,12,10,8892,1,"Human Rights Day",FALSE
"1806",1973-12-11,1973,12,11,9058,2,NA,FALSE
"1807",1973-12-12,1973,12,12,8794,3,NA,FALSE
