"","date","year","month","day","births","dow","holiday","majorholiday"
"1",1969-01-01,1969,1,1,8486,3,"New Year’s Day",TRUE
"2",1969-01-02,1969,1,2,9002,4,NA,FALSE
"3",1969-01-03,1969,1,3,9542,5,"US Congressional Start Day",FALSE
"4",1969-01-04,1969,1,4,8960,6,NA,FALSE
"5",1969-01-05,1969,1,5,8390,0,NA,FALSE
"6",1969-01-06,1969,1,6,9560,1,NA,FALSE
"7",1969-01-07,1969,1,7,9738,2,NA,FALSE
"8",1969-01-08,1969,1,8,9734,3,NA,FALSE
"9",1969-01-09,1969,1,9,9434,4,NA,FALSE
"10",1969-01-10,1969,1,10,10042,5,NA,FALSE
"11",1969-01-11,1969,1,11,9178,6,NA,FALSE
"12",1969-01-12,1969,1,12,8450,0,NA,FALSE
"13",1969-01-13,1969,1,13,9834,1,NA,FALSE
"14",1969-01-14,1969,1,14,10366,2,NA,FALSE
"15",1969-01-15,1969,1,15,9894,3,NA,FALSE
"16",1969-01-16,1969,1,16,9662,4,NA,FALSE
"17",1969-01-17,1969,1,17,9974,5,NA,FALSE
"18",1969-01-18,1969,1,18,9312,6,NA,FALSE
"19",1969-01-19,1969,1,19,8622,0,NA,FALSE
"20",1969-01-20,1969,1,20,9808,1,"US Presidential Inauguration Day",FALSE
"21",1969-01-21,1969,1,21,10474,2,NA,FALSE
"22",1969-01-22,1969,1,22,9884,3,NA,FALSE
"23",1969-01-23,1969,1,23,9454,4,NA,FALSE
"24",1969-01-24,1969,1,24,9798,5,NA,FALSE
"25",1969-01-25,1969,1,25,9022,6,"Robbie Burns Day aka Burns Nicht",FALSE
"26",1969-01-26,1969,1,26,8568,0,"Australia Day",FALSE
"27",1969-01-27,1969,1,27,9910,1,NA,FALSE
"28",1969-01-28,1969,1,28,10032,2,NA,FALSE
"29",1969-01-29,1969,1,29,9380,3,NA,FALSE
"30",1969-01-30,1969,1,30,9674,4,NA,FALSE
"31",1969-01-31,1969,1,31,9692,5,NA,FALSE
"32",1969-02-01,1969,2,1,9130,6,NA,FALSE
"33",1969-02-02,1969,2,2,8814,0,"Groundhog Day",FALSE
"34",1969-02-03,1969,2,3,9988,1,NA,FALSE
"35",1969-02-04,1969,2,4,9996,2,NA,FALSE
"36",1969-02-05,1969,2,5,9676,3,NA,FALSE
"37",1969-02-06,1969,2,6,9728,4,NA,FALSE
"38",1969-02-07,1969,2,7,10102,5,NA,FALSE
"39",1969-02-08,1969,2,8,9262,6,NA,FALSE
"40",1969-02-09,1969,2,9,8694,0,NA,FALSE
"41",1969-02-10,1969,2,10,9954,1,NA,FALSE
"42",1969-02-11,1969,2,11,9856,2,NA,FALSE
"43",1969-02-12,1969,2,12,10008,3,"Lincoln’s Birthday",FALSE
"44",1969-02-13,1969,2,13,9606,4,NA,FALSE
"45",1969-02-14,1969,2,14,10354,5,"Valentine’s Day",TRUE
"46",1969-02-15,1969,2,15,9310,6,NA,FALSE
"47",1969-02-16,1969,2,16,8534,0,NA,FALSE
"48",1969-02-17,1969,2,17,9822,1,"Washington’s Birthday",FALSE
"49",1969-02-18,1969,2,18,10176,2,"Mardi Gras",FALSE
"50",1969-02-19,1969,2,19,9816,3,"Ash Wednesday",TRUE
"51",1969-02-20,1969,2,20,9982,4,NA,FALSE
"52",1969-02-21,1969,2,21,9916,5,NA,FALSE
"53",1969-02-22,1969,2,22,9152,6,NA,FALSE
"54",1969-02-23,1969,2,23,8704,0,NA,FALSE
"55",1969-02-24,1969,2,24,9966,1,NA,FALSE
"56",1969-02-25,1969,2,25,10566,2,NA,FALSE
"57",1969-02-26,1969,2,26,10048,3,NA,FALSE
"58",1969-02-27,1969,2,27,9618,4,NA,FALSE
"59",1969-02-28,1969,2,28,9756,5,NA,FALSE
"60",1969-03-01,1969,3,1,9186,6,NA,FALSE
"61",1969-03-02,1969,3,2,8580,0,NA,FALSE
"62",1969-03-03,1969,3,3,10068,1,NA,FALSE
"63",1969-03-04,1969,3,4,10264,2,NA,FALSE
"64",1969-03-05,1969,3,5,10046,3,NA,FALSE
"65",1969-03-06,1969,3,6,9704,4,NA,FALSE
"66",1969-03-07,1969,3,7,9948,5,NA,FALSE
"67",1969-03-08,1969,3,8,9334,6,NA,FALSE
"68",1969-03-09,1969,3,9,8394,0,NA,FALSE
"69",1969-03-10,1969,3,10,9892,1,NA,FALSE
"70",1969-03-11,1969,3,11,10188,2,NA,FALSE
"71",1969-03-12,1969,3,12,9776,3,NA,FALSE
"72",1969-03-13,1969,3,13,9640,4,NA,FALSE
"73",1969-03-14,1969,3,14,10034,5,NA,FALSE
"74",1969-03-15,1969,3,15,8838,6,NA,FALSE
"75",1969-03-16,1969,3,16,8336,0,NA,FALSE
"76",1969-03-17,1969,3,17,10128,1,"St. Patrick’s day",TRUE
"77",1969-03-18,1969,3,18,10136,2,NA,FALSE
"78",1969-03-19,1969,3,19,10064,3,NA,FALSE
"79",1969-03-20,1969,3,20,9812,4,"Vernal Equinox",FALSE
"80",1969-03-21,1969,3,21,9902,5,NA,FALSE
"81",1969-03-22,1969,3,22,8962,6,NA,FALSE
"82",1969-03-23,1969,3,23,8602,0,NA,FALSE
"83",1969-03-24,1969,3,24,9802,1,NA,FALSE
"84",1969-03-25,1969,3,25,10272,2,NA,FALSE
"85",1969-03-26,1969,3,26,9818,3,NA,FALSE
"86",1969-03-27,1969,3,27,9698,4,NA,FALSE
"87",1969-03-28,1969,3,28,10326,5,NA,FALSE
"88",1969-03-29,1969,3,29,8908,6,NA,FALSE
"89",1969-03-30,1969,3,30,8186,0,"Palm Sunday",TRUE
"90",1969-03-31,1969,3,31,9592,1,NA,FALSE
"91",1969-04-01,1969,4,1,9960,2,"April Fools’ Day",TRUE
"92",1969-04-02,1969,4,2,9978,3,NA,FALSE
"93",1969-04-03,1969,4,3,9530,4,NA,FALSE
"94",1969-04-04,1969,4,4,9572,5,"Good Friday",TRUE
"95",1969-04-05,1969,4,5,8748,6,NA,FALSE
"96",1969-04-06,1969,4,6,8008,0,"Easter Sunday",TRUE
"97",1969-04-07,1969,4,7,9374,1,"Easter Monday",TRUE
"98",1969-04-08,1969,4,8,10176,2,NA,FALSE
"99",1969-04-09,1969,4,9,9852,3,NA,FALSE
"100",1969-04-10,1969,4,10,9708,4,NA,FALSE
"101",1969-04-11,1969,4,11,9920,5,NA,FALSE
"102",1969-04-12,1969,4,12,8940,6,NA,FALSE
"103",1969-04-13,1969,4,13,8134,0,NA,FALSE
"104",1969-04-14,1969,4,14,9566,1,NA,FALSE
"105",1969-04-15,1969,4,15,10428,2,NA,FALSE
"106",1969-04-16,1969,4,16,9840,3,NA,FALSE
"107",1969-04-17,1969,4,17,9876,4,NA,FALSE
"108",1969-04-18,1969,4,18,9872,5,NA,FALSE
"109",1969-04-19,1969,4,19,8994,6,NA,FALSE
"110",1969-04-20,1969,4,20,7928,0,NA,FALSE
"111",1969-04-21,1969,4,21,9610,1,NA,FALSE
"112",1969-04-22,1969,4,22,10226,2,NA,FALSE
"113",1969-04-23,1969,4,23,9868,3,NA,FALSE
"114",1969-04-24,1969,4,24,9472,4,NA,FALSE
"115",1969-04-25,1969,4,25,9646,5,"ANZAC Day",FALSE
"116",1969-04-26,1969,4,26,8922,6,NA,FALSE
"117",1969-04-27,1969,4,27,7966,0,"Daylight Saving Time Start",FALSE
"118",1969-04-28,1969,4,28,9518,1,NA,FALSE
"119",1969-04-29,1969,4,29,9700,2,NA,FALSE
"120",1969-04-30,1969,4,30,9138,3,NA,FALSE
"121",1969-05-01,1969,5,1,9206,4,NA,FALSE
"122",1969-05-02,1969,5,2,9736,5,NA,FALSE
"123",1969-05-03,1969,5,3,8768,6,NA,FALSE
"124",1969-05-04,1969,5,4,8094,0,NA,FALSE
"125",1969-05-05,1969,5,5,9930,1,"Cinco de Mayo",TRUE
"126",1969-05-06,1969,5,6,9964,2,NA,FALSE
"127",1969-05-07,1969,5,7,9626,3,NA,FALSE
"128",1969-05-08,1969,5,8,9484,4,NA,FALSE
"129",1969-05-09,1969,5,9,9362,5,"Europe Day",FALSE
"130",1969-05-10,1969,5,10,8516,6,NA,FALSE
"131",1969-05-11,1969,5,11,8122,0,"Mother’s Day",TRUE
"132",1969-05-12,1969,5,12,9306,1,NA,FALSE
"133",1969-05-13,1969,5,13,9862,2,NA,FALSE
"134",1969-05-14,1969,5,14,9184,3,NA,FALSE
"135",1969-05-15,1969,5,15,9524,4,NA,FALSE
"136",1969-05-16,1969,5,16,9824,5,NA,FALSE
"137",1969-05-17,1969,5,17,8946,6,"Armed Forces Day",FALSE
"138",1969-05-18,1969,5,18,8028,0,NA,FALSE
"139",1969-05-19,1969,5,19,9494,1,"Victoria Day",FALSE
"140",1969-05-20,1969,5,20,10388,2,NA,FALSE
"141",1969-05-21,1969,5,21,9766,3,NA,FALSE
"142",1969-05-22,1969,5,22,9406,4,NA,FALSE
"143",1969-05-23,1969,5,23,9584,5,NA,FALSE
"144",1969-05-24,1969,5,24,8558,6,NA,FALSE
"145",1969-05-25,1969,5,25,8226,0,NA,FALSE
"146",1969-05-26,1969,5,26,9840,1,"Memorial Day",TRUE
"147",1969-05-27,1969,5,27,10352,2,NA,FALSE
"148",1969-05-28,1969,5,28,9938,3,NA,FALSE
"149",1969-05-29,1969,5,29,10190,4,NA,FALSE
"150",1969-05-30,1969,5,30,9154,5,NA,FALSE
"151",1969-05-31,1969,5,31,8640,6,NA,FALSE
"152",1969-06-01,1969,6,1,8426,0,NA,FALSE
"153",1969-06-02,1969,6,2,9862,1,NA,FALSE
"154",1969-06-03,1969,6,3,10158,2,NA,FALSE
"155",1969-06-04,1969,6,4,9838,3,NA,FALSE
"156",1969-06-05,1969,6,5,9588,4,NA,FALSE
"157",1969-06-06,1969,6,6,10006,5,NA,FALSE
"158",1969-06-07,1969,6,7,8814,6,NA,FALSE
"159",1969-06-08,1969,6,8,8226,0,NA,FALSE
"160",1969-06-09,1969,6,9,9738,1,"Australian Queen’s Birthday",FALSE
"161",1969-06-10,1969,6,10,10320,2,NA,FALSE
"162",1969-06-11,1969,6,11,9950,3,NA,FALSE
"163",1969-06-12,1969,6,12,10220,4,NA,FALSE
"164",1969-06-13,1969,6,13,9852,5,NA,FALSE
"165",1969-06-14,1969,6,14,8920,6,NA,FALSE
"166",1969-06-15,1969,6,15,8402,0,"Father’s Day",TRUE
"167",1969-06-16,1969,6,16,9744,1,NA,FALSE
"168",1969-06-17,1969,6,17,10294,2,NA,FALSE
"169",1969-06-18,1969,6,18,10220,3,NA,FALSE
"170",1969-06-19,1969,6,19,9756,4,NA,FALSE
"171",1969-06-20,1969,6,20,10424,5,NA,FALSE
"172",1969-06-21,1969,6,21,9034,6,"Summer Solstice",FALSE
"173",1969-06-22,1969,6,22,8612,0,NA,FALSE
"174",1969-06-23,1969,6,23,9880,1,NA,FALSE
"175",1969-06-24,1969,6,24,10624,2,"St. Jean-Baptiste Day",FALSE
"176",1969-06-25,1969,6,25,10466,3,NA,FALSE
"177",1969-06-26,1969,6,26,10344,4,NA,FALSE
"178",1969-06-27,1969,6,27,10776,5,NA,FALSE
"179",1969-06-28,1969,6,28,9566,6,NA,FALSE
"180",1969-06-29,1969,6,29,8800,0,NA,FALSE
"181",1969-06-30,1969,6,30,10588,1,NA,FALSE
"182",1969-07-01,1969,7,1,11146,2,"Canada Day",FALSE
"183",1969-07-02,1969,7,2,10758,3,NA,FALSE
"184",1969-07-03,1969,7,3,10562,4,NA,FALSE
"185",1969-07-04,1969,7,4,9168,5,"Independence Day",TRUE
"186",1969-07-05,1969,7,5,9248,6,NA,FALSE
"187",1969-07-06,1969,7,6,8860,0,NA,FALSE
"188",1969-07-07,1969,7,7,10634,1,NA,FALSE
"189",1969-07-08,1969,7,8,10842,2,NA,FALSE
"190",1969-07-09,1969,7,9,10576,3,NA,FALSE
"191",1969-07-10,1969,7,10,10562,4,NA,FALSE
"192",1969-07-11,1969,7,11,10686,5,NA,FALSE
"193",1969-07-12,1969,7,12,9472,6,NA,FALSE
"194",1969-07-13,1969,7,13,8978,0,NA,FALSE
"195",1969-07-14,1969,7,14,10242,1,NA,FALSE
"196",1969-07-15,1969,7,15,11296,2,NA,FALSE
"197",1969-07-16,1969,7,16,10698,3,NA,FALSE
"198",1969-07-17,1969,7,17,10668,4,NA,FALSE
"199",1969-07-18,1969,7,18,10632,5,NA,FALSE
"200",1969-07-19,1969,7,19,9674,6,NA,FALSE
"201",1969-07-20,1969,7,20,8940,0,NA,FALSE
"202",1969-07-21,1969,7,21,10196,1,NA,FALSE
"203",1969-07-22,1969,7,22,11040,2,NA,FALSE
"204",1969-07-23,1969,7,23,10468,3,NA,FALSE
"205",1969-07-24,1969,7,24,10430,4,"Utah Pioneer Day",FALSE
"206",1969-07-25,1969,7,25,10688,5,NA,FALSE
"207",1969-07-26,1969,7,26,9786,6,NA,FALSE
"208",1969-07-27,1969,7,27,9408,0,NA,FALSE
"209",1969-07-28,1969,7,28,10548,1,NA,FALSE
"210",1969-07-29,1969,7,29,11102,2,NA,FALSE
"211",1969-07-30,1969,7,30,10634,3,NA,FALSE
"212",1969-07-31,1969,7,31,10346,4,NA,FALSE
"213",1969-08-01,1969,8,1,10730,5,NA,FALSE
"214",1969-08-02,1969,8,2,9982,6,NA,FALSE
"215",1969-08-03,1969,8,3,9082,0,NA,FALSE
"216",1969-08-04,1969,8,4,10450,1,NA,FALSE
"217",1969-08-05,1969,8,5,10944,2,NA,FALSE
"218",1969-08-06,1969,8,6,10852,3,NA,FALSE
"219",1969-08-07,1969,8,7,10382,4,NA,FALSE
"220",1969-08-08,1969,8,8,11302,5,NA,FALSE
"221",1969-08-09,1969,8,9,10092,6,NA,FALSE
"222",1969-08-10,1969,8,10,9106,0,NA,FALSE
"223",1969-08-11,1969,8,11,10706,1,NA,FALSE
"224",1969-08-12,1969,8,12,11138,2,NA,FALSE
"225",1969-08-13,1969,8,13,10802,3,NA,FALSE
"226",1969-08-14,1969,8,14,10726,4,NA,FALSE
"227",1969-08-15,1969,8,15,10910,5,NA,FALSE
"228",1969-08-16,1969,8,16,9772,6,NA,FALSE
"229",1969-08-17,1969,8,17,9124,0,NA,FALSE
"230",1969-08-18,1969,8,18,10650,1,NA,FALSE
"231",1969-08-19,1969,8,19,11410,2,NA,FALSE
"232",1969-08-20,1969,8,20,10918,3,NA,FALSE
"233",1969-08-21,1969,8,21,10184,4,NA,FALSE
"234",1969-08-22,1969,8,22,10586,5,NA,FALSE
"235",1969-08-23,1969,8,23,9660,6,NA,FALSE
"236",1969-08-24,1969,8,24,9084,0,NA,FALSE
"237",1969-08-25,1969,8,25,10586,1,NA,FALSE
"238",1969-08-26,1969,8,26,11082,2,NA,FALSE
"239",1969-08-27,1969,8,27,10638,3,NA,FALSE
"240",1969-08-28,1969,8,28,10616,4,NA,FALSE
"241",1969-08-29,1969,8,29,10714,5,NA,FALSE
"242",1969-08-30,1969,8,30,9708,6,NA,FALSE
"243",1969-08-31,1969,8,31,8986,0,NA,FALSE
"244",1969-09-01,1969,9,1,9012,1,"American Labor Day",TRUE
"245",1969-09-02,1969,9,2,10686,2,NA,FALSE
"246",1969-09-03,1969,9,3,11044,3,NA,FALSE
"247",1969-09-04,1969,9,4,10506,4,NA,FALSE
"248",1969-09-05,1969,9,5,10610,5,NA,FALSE
"249",1969-09-06,1969,9,6,9710,6,NA,FALSE
"250",1969-09-07,1969,9,7,9196,0,NA,FALSE
"251",1969-09-08,1969,9,8,10508,1,NA,FALSE
"252",1969-09-09,1969,9,9,10598,2,NA,FALSE
"253",1969-09-10,1969,9,10,10450,3,NA,FALSE
"254",1969-09-11,1969,9,11,10408,4,NA,FALSE
"255",1969-09-12,1969,9,12,10752,5,NA,FALSE
"256",1969-09-13,1969,9,13,9534,6,NA,FALSE
"257",1969-09-14,1969,9,14,9204,0,NA,FALSE
"258",1969-09-15,1969,9,15,10728,1,NA,FALSE
"259",1969-09-16,1969,9,16,11142,2,NA,FALSE
"260",1969-09-17,1969,9,17,10864,3,NA,FALSE
"261",1969-09-18,1969,9,18,10876,4,NA,FALSE
"262",1969-09-19,1969,9,19,10832,5,NA,FALSE
"263",1969-09-20,1969,9,20,10040,6,NA,FALSE
"264",1969-09-21,1969,9,21,9368,0,NA,FALSE
"265",1969-09-22,1969,9,22,10970,1,NA,FALSE
"266",1969-09-23,1969,9,23,11300,2,"Autumnal Equinox",FALSE
"267",1969-09-24,1969,9,24,10898,3,NA,FALSE
"268",1969-09-25,1969,9,25,10840,4,NA,FALSE
"269",1969-09-26,1969,9,26,11154,5,NA,FALSE
"270",1969-09-27,1969,9,27,10170,6,NA,FALSE
"271",1969-09-28,1969,9,28,9198,0,NA,FALSE
"272",1969-09-29,1969,9,29,10708,1,NA,FALSE
"273",1969-09-30,1969,9,30,11138,2,NA,FALSE
"274",1969-10-01,1969,10,1,10910,3,NA,FALSE
"275",1969-10-02,1969,10,2,10656,4,NA,FALSE
"276",1969-10-03,1969,10,3,10922,5,NA,FALSE
"277",1969-10-04,1969,10,4,9710,6,NA,FALSE
"278",1969-10-05,1969,10,5,8972,0,NA,FALSE
"279",1969-10-06,1969,10,6,10318,1,NA,FALSE
"280",1969-10-07,1969,10,7,10654,2,NA,FALSE
"281",1969-10-08,1969,10,8,10510,3,NA,FALSE
"282",1969-10-09,1969,10,9,10710,4,NA,FALSE
"283",1969-10-10,1969,10,10,10748,5,NA,FALSE
"284",1969-10-11,1969,10,11,9566,6,NA,FALSE
"285",1969-10-12,1969,10,12,9014,0,"Columbus Day",FALSE
"286",1969-10-13,1969,10,13,9996,1,"Canadian Thanksgiving",FALSE
"287",1969-10-14,1969,10,14,10618,2,NA,FALSE
"288",1969-10-15,1969,10,15,10120,3,NA,FALSE
"289",1969-10-16,1969,10,16,9918,4,NA,FALSE
"290",1969-10-17,1969,10,17,10338,5,NA,FALSE
"291",1969-10-18,1969,10,18,9172,6,NA,FALSE
"292",1969-10-19,1969,10,19,8586,0,NA,FALSE
"293",1969-10-20,1969,10,20,10148,1,NA,FALSE
"294",1969-10-21,1969,10,21,10674,2,NA,FALSE
"295",1969-10-22,1969,10,22,10300,3,NA,FALSE
"296",1969-10-23,1969,10,23,9814,4,"Creationism Day",FALSE
"297",1969-10-24,1969,10,24,10010,5,NA,FALSE
"298",1969-10-25,1969,10,25,9258,6,NA,FALSE
"299",1969-10-26,1969,10,26,8864,0,"Daylight Saving Time End",FALSE
"300",1969-10-27,1969,10,27,10372,1,NA,FALSE
"301",1969-10-28,1969,10,28,10640,2,NA,FALSE
"302",1969-10-29,1969,10,29,10104,3,NA,FALSE
"303",1969-10-30,1969,10,30,10110,4,NA,FALSE
"304",1969-10-31,1969,10,31,10144,5,"Halloween",TRUE
"305",1969-11-01,1969,11,1,9342,6,NA,FALSE
"306",1969-11-02,1969,11,2,8904,0,NA,FALSE
"307",1969-11-03,1969,11,3,10338,1,NA,FALSE
"308",1969-11-04,1969,11,4,10772,2,NA,FALSE
"309",1969-11-05,1969,11,5,10020,3,NA,FALSE
"310",1969-11-06,1969,11,6,10240,4,NA,FALSE
"311",1969-11-07,1969,11,7,10660,5,NA,FALSE
"312",1969-11-08,1969,11,8,9678,6,NA,FALSE
"313",1969-11-09,1969,11,9,9022,0,NA,FALSE
"314",1969-11-10,1969,11,10,10342,1,NA,FALSE
"315",1969-11-11,1969,11,11,10878,2,"Veterans Day",TRUE
"316",1969-11-12,1969,11,12,10324,3,NA,FALSE
"317",1969-11-13,1969,11,13,10100,4,NA,FALSE
"318",1969-11-14,1969,11,14,10396,5,NA,FALSE
"319",1969-11-15,1969,11,15,9298,6,NA,FALSE
"320",1969-11-16,1969,11,16,8660,0,NA,FALSE
"321",1969-11-17,1969,11,17,10286,1,NA,FALSE
"322",1969-11-18,1969,11,18,10698,2,NA,FALSE
"323",1969-11-19,1969,11,19,10260,3,NA,FALSE
"324",1969-11-20,1969,11,20,10258,4,NA,FALSE
"325",1969-11-21,1969,11,21,10168,5,NA,FALSE
"326",1969-11-22,1969,11,22,9438,6,NA,FALSE
"327",1969-11-23,1969,11,23,8866,0,NA,FALSE
"328",1969-11-24,1969,11,24,10462,1,NA,FALSE
"329",1969-11-25,1969,11,25,10864,2,NA,FALSE
"330",1969-11-26,1969,11,26,10074,3,NA,FALSE
"331",1969-11-27,1969,11,27,8248,4,"American Thanksgiving",TRUE
"332",1969-11-28,1969,11,28,9948,5,"Black Friday",TRUE
"333",1969-11-29,1969,11,29,9332,6,NA,FALSE
"334",1969-11-30,1969,11,30,8966,0,"St. Andrews Day",FALSE
"335",1969-12-01,1969,12,1,10648,1,NA,FALSE
"336",1969-12-02,1969,12,2,10736,2,NA,FALSE
"337",1969-12-03,1969,12,3,10300,3,NA,FALSE
"338",1969-12-04,1969,12,4,10254,4,NA,FALSE
"339",1969-12-05,1969,12,5,10428,5,NA,FALSE
"340",1969-12-06,1969,12,6,9420,6,NA,FALSE
"341",1969-12-07,1969,12,7,8740,0,NA,FALSE
"342",1969-12-08,1969,12,8,10646,1,NA,FALSE
"343",1969-12-09,1969,12,9,10730,2,NA,FALSE
"344",1969-12-10,1969,12,10,10348,3,"Human Rights Day",FALSE
"345",1969-12-11,1969,12,11,10300,4,NA,FALSE
"346",1969-12-12,1969,12,12,10758,5,NA,FALSE
"347",1969-12-13,1969,12,13,9602,6,NA,FALSE
"348",1969-12-14,1969,12,14,8762,0,NA,FALSE
"349",1969-12-15,1969,12,15,10898,1,NA,FALSE
"350",1969-12-16,1969,12,16,11022,2,NA,FALSE
"351",1969-12-17,1969,12,17,10646,3,NA,FALSE
"352",1969-12-18,1969,12,18,10426,4,NA,FALSE
"353",1969-12-19,1969,12,19,10912,5,NA,FALSE
"354",1969-12-20,1969,12,20,9822,6,NA,FALSE
"355",1969-12-21,1969,12,21,8864,0,NA,FALSE
"356",1969-12-22,1969,12,22,10492,1,"Winter Solstice",FALSE
"357",1969-12-23,1969,12,23,9856,2,NA,FALSE
"358",1969-12-24,1969,12,24,8978,3,"Christmas Eve",TRUE
"359",1969-12-25,1969,12,25,8284,4,"Christmas in the USA",TRUE
"360",1969-12-26,1969,12,26,9910,5,"Boxing Day in UK and Canada",FALSE
"361",1969-12-27,1969,12,27,9304,6,NA,FALSE
"362",1969-12-28,1969,12,28,9004,0,NA,FALSE
"363",1969-12-29,1969,12,29,10980,1,NA,FALSE
"364",1969-12-30,1969,12,30,12232,2,NA,FALSE
"365",1969-12-31,1969,12,31,11122,3,"New Year’s Eve",TRUE
"366",1970-01-01,1970,1,1,8372,4,"New Year’s Day",TRUE
"367",1970-01-02,1970,1,2,9234,5,NA,FALSE
"368",1970-01-03,1970,1,3,9162,6,NA,FALSE
"369",1970-01-04,1970,1,4,8620,0,NA,FALSE
"370",1970-01-05,1970,1,5,9852,1,NA,FALSE
"371",1970-01-06,1970,1,6,10202,2,NA,FALSE
"372",1970-01-07,1970,1,7,10020,3,NA,FALSE
"373",1970-01-08,1970,1,8,9756,4,NA,FALSE
"374",1970-01-09,1970,1,9,9844,5,NA,FALSE
"375",1970-01-10,1970,1,10,9270,6,NA,FALSE
"376",1970-01-11,1970,1,11,9158,0,NA,FALSE
"377",1970-01-12,1970,1,12,10474,1,NA,FALSE
"378",1970-01-13,1970,1,13,10580,2,NA,FALSE
"379",1970-01-14,1970,1,14,10244,3,NA,FALSE
"380",1970-01-15,1970,1,15,9946,4,NA,FALSE
"381",1970-01-16,1970,1,16,10276,5,NA,FALSE
"382",1970-01-17,1970,1,17,9598,6,NA,FALSE
"383",1970-01-18,1970,1,18,8948,0,NA,FALSE
"384",1970-01-19,1970,1,19,10124,1,NA,FALSE
"385",1970-01-20,1970,1,20,10524,2,NA,FALSE
"386",1970-01-21,1970,1,21,10096,3,NA,FALSE
"387",1970-01-22,1970,1,22,9686,4,NA,FALSE
"388",1970-01-23,1970,1,23,10202,5,NA,FALSE
"389",1970-01-24,1970,1,24,9470,6,NA,FALSE
"390",1970-01-25,1970,1,25,8792,0,"Robbie Burns Day aka Burns Nicht",FALSE
"391",1970-01-26,1970,1,26,10160,1,"Australia Day",FALSE
"392",1970-01-27,1970,1,27,10602,2,NA,FALSE
"393",1970-01-28,1970,1,28,10188,3,NA,FALSE
"394",1970-01-29,1970,1,29,9816,4,NA,FALSE
"395",1970-01-30,1970,1,30,9912,5,NA,FALSE
"396",1970-01-31,1970,1,31,9012,6,NA,FALSE
"397",1970-02-01,1970,2,1,9042,0,NA,FALSE
"398",1970-02-02,1970,2,2,10542,1,"Groundhog Day",FALSE
"399",1970-02-03,1970,2,3,10712,2,NA,FALSE
"400",1970-02-04,1970,2,4,10086,3,NA,FALSE
"401",1970-02-05,1970,2,5,9766,4,NA,FALSE
"402",1970-02-06,1970,2,6,10220,5,NA,FALSE
"403",1970-02-07,1970,2,7,9562,6,NA,FALSE
"404",1970-02-08,1970,2,8,9016,0,NA,FALSE
"405",1970-02-09,1970,2,9,10226,1,NA,FALSE
"406",1970-02-10,1970,2,10,10620,2,"Mardi Gras",FALSE
"407",1970-02-11,1970,2,11,10288,3,"Ash Wednesday",TRUE
"408",1970-02-12,1970,2,12,10058,4,"Lincoln’s Birthday",FALSE
"409",1970-02-13,1970,2,13,10110,5,NA,FALSE
"410",1970-02-14,1970,2,14,9558,6,"Valentine’s Day",TRUE
"411",1970-02-15,1970,2,15,9136,0,NA,FALSE
"412",1970-02-16,1970,2,16,10260,1,"Washington’s Birthday",FALSE
"413",1970-02-17,1970,2,17,10676,2,NA,FALSE
"414",1970-02-18,1970,2,18,10472,3,NA,FALSE
"415",1970-02-19,1970,2,19,10072,4,NA,FALSE
"416",1970-02-20,1970,2,20,10544,5,NA,FALSE
"417",1970-02-21,1970,2,21,9314,6,NA,FALSE
"418",1970-02-22,1970,2,22,8986,0,NA,FALSE
"419",1970-02-23,1970,2,23,10168,1,NA,FALSE
"420",1970-02-24,1970,2,24,10782,2,NA,FALSE
"421",1970-02-25,1970,2,25,10574,3,NA,FALSE
"422",1970-02-26,1970,2,26,10408,4,NA,FALSE
"423",1970-02-27,1970,2,27,10264,5,NA,FALSE
"424",1970-02-28,1970,2,28,9720,6,NA,FALSE
"425",1970-03-01,1970,3,1,8882,0,NA,FALSE
"426",1970-03-02,1970,3,2,10170,1,NA,FALSE
"427",1970-03-03,1970,3,3,11306,2,NA,FALSE
"428",1970-03-04,1970,3,4,10600,3,NA,FALSE
"429",1970-03-05,1970,3,5,10258,4,NA,FALSE
"430",1970-03-06,1970,3,6,10504,5,NA,FALSE
"431",1970-03-07,1970,3,7,9460,6,NA,FALSE
"432",1970-03-08,1970,3,8,8926,0,NA,FALSE
"433",1970-03-09,1970,3,9,10340,1,NA,FALSE
"434",1970-03-10,1970,3,10,10744,2,NA,FALSE
"435",1970-03-11,1970,3,11,10410,3,NA,FALSE
"436",1970-03-12,1970,3,12,10180,4,NA,FALSE
"437",1970-03-13,1970,3,13,10140,5,NA,FALSE
"438",1970-03-14,1970,3,14,9450,6,NA,FALSE
"439",1970-03-15,1970,3,15,8596,0,NA,FALSE
"440",1970-03-16,1970,3,16,10058,1,NA,FALSE
"441",1970-03-17,1970,3,17,10694,2,"St. Patrick’s day",TRUE
"442",1970-03-18,1970,3,18,10278,3,NA,FALSE
"443",1970-03-19,1970,3,19,10100,4,NA,FALSE
"444",1970-03-20,1970,3,20,10206,5,NA,FALSE
"445",1970-03-21,1970,3,21,9390,6,"Vernal Equinox",FALSE
"446",1970-03-22,1970,3,22,8784,0,"Palm Sunday",TRUE
"447",1970-03-23,1970,3,23,10334,1,NA,FALSE
"448",1970-03-24,1970,3,24,10556,2,NA,FALSE
"449",1970-03-25,1970,3,25,10148,3,NA,FALSE
"450",1970-03-26,1970,3,26,9886,4,NA,FALSE
"451",1970-03-27,1970,3,27,9792,5,"Good Friday",TRUE
